week,team,opponent,home
7,CIN,PIT,home
8,CIN,NYJ,home
9,CIN,CHI,home
11,CIN,PIT,away
12,CIN,NE,home
13,CIN,BAL,away
14,CIN,BUF,away
15,CIN,BAL,home
16,CIN,MIA,away
17,CIN,ARI,home
18,CIN,CLE,home
1,CLE,CIN,home
2,CLE,BAL,away
3,CLE,GB,home
4,CLE,DET,away
5,CLE,MIN,home
6,CLE,PIT,away
7,CLE,MIA,home
8,CLE,NE,away
10,CLE,NYJ,away
11,CLE,BAL,home
12,CLE,LV,away
13,CLE,SF,home
14,CLE,TEN,home
15,CLE,CHI,away
16,CLE,BUF,home
17,CLE,PIT,home
18,CLE,CIN,away
1,DAL,PHI,away
2,DAL,NYG,home
3,DAL,CHI,away
4,DAL,GB,home
5,DAL,NYJ,away
6,DAL,CAR,away
7,DAL,WAS,home
8,DAL,DEN,away
9,DAL,ARI,home
11,DAL,LV,away
12,DAL,PHI,home
13,DAL,KC,home
14,DAL,DET,away
15,DAL,MIN,home
16,DAL,LAC,home
17,DAL,WAS,away
18,DAL,NYG,away
1,DEN,TEN,home
2,DEN,IND,away
3,DEN,LAC,away
4,DEN,CIN,home
5,DEN,PHI,away
6,DEN,NYJ,away
7,DEN,NYG,home
8,DEN,DAL,home
9,DEN,HOU,away
10,DEN,LV,home
11,DEN,KC,home
13,DEN,WAS,away
14,DEN,LV,away
15,DEN,GB,home
16,DEN,JAC,home
17,DEN,KC,away
18,DEN,LAC,home
1,DET,GB,away
2,DET,CHI,home
3,DET,BAL,away
4,DET,CLE,home
5,DET,CIN,away
6,DET,KC,away
7,DET,TB,home
9,DET,MIN,home
10,DET,WAS,away
11,DET,PHI,away
12,DET,NYG,home
13,DET,GB,home
14,DET,DAL,home
15,DET,LAR,away
16,DET,PIT,home
17,DET,MIN,away
18,DET,CHI,away
1,GB,DET,home
2,GB,WAS,home
3,GB,CLE,away
4,GB,DAL,away
6,GB,CIN,home
7,GB,ARI,away
8,GB,PIT,away
9,GB,CAR,home
10,GB,PHI,home
11,GB,NYG,away
12,GB,MIN,home
13,GB,DET,away
14,GB,CHI,home
15,GB,DEN,away
16,GB,CHI,away
17,GB,BAL,home
18,GB,MIN,away
1,HOU,LAR,away
2,HOU,TB,home
3,HOU,JAC,away
4,HOU,TEN,home
5,HOU,BAL,away
7,HOU,SEA,away
8,HOU,SF,home
9,HOU,DEN,home
10,HOU,JAC,home
11,HOU,TEN,away
12,HOU,BUF,home
13,HOU,IND,away
14,HOU,KC,away
15,HOU,ARI,home
16,HOU,LV,home
17,HOU,LAC,away
18,HOU,IND,home
1,IND,MIA,home
2,IND,DEN,home
3,IND,TEN,away
4,IND,LAR,away
5,IND,LV,home
6,IND,ARI,home
7,IND,LAC,away
8,IND,TEN,home
9,IND,PIT,away
10,IND,ATL,home
12,IND,KC,away
13,IND,HOU,home
14,IND,JAC,away
15,IND,SEA,away
16,IND,SF,home
17,IND,JAC,home
18,IND,HOU,away
1,JAC,CAR,home
2,JAC,CIN,away
3,JAC,HOU,home
4,JAC,SF,away
5,JAC,KC,home
6,JAC,SEA,home
7,JAC,LAR,home
9,JAC,LV,away
10,JAC,HOU,away
11,JAC,LAC,home
12,JAC,ARI,away
13,JAC,TEN,away
14,JAC,IND,home
15,JAC,NYJ,home
16,JAC,DEN,away
17,JAC,IND,away
18,JAC,TEN,home
1,KC,LAC,away
2,KC,PHI,home
3,KC,NYG,away
4,KC,BAL,home
5,KC,JAC,away
6,KC,DET,home
7,KC,LV,home
8,KC,WAS,home
9,KC,BUF,away
11,KC,DEN,away
12,KC,IND,home
13,KC,DAL,away
14,KC,HOU,home
15,KC,LAC,home
16,KC,TEN,away
17,KC,DEN,home
18,KC,LV,away
1,LAC,KC,home
2,LAC,LV,away
3,LAC,DEN,home
4,LAC,NYG,away
5,LAC,WAS,home
6,LAC,MIA,away
7,LAC,IND,home
8,LAC,MIN,home
9,LAC,TEN,away
10,LAC,PIT,home
11,LAC,JAC,away
13,LAC,LV,home
14,LAC,PHI,home
15,LAC,KC,away
16,LAC,DAL,away
17,LAC,HOU,home
18,LAC,DEN,away
1,LAR,HOU,home
2,LAR,TEN,away
3,LAR,PHI,away
4,LAR,IND,home
5,LAR,SF,home
6,LAR,BAL,away
7,LAR,JAC,away
9,LAR,NO,home
10,LAR,SF,away
11,LAR,SEA,home
12,LAR,TB,home
13,LAR,CAR,away
14,LAR,ARI,away
15,LAR,DET,home
16,LAR,SEA,away
17,LAR,ATL,away
18,LAR,ARI,home
1,LV,NE,away
2,LV,LAC,home
3,LV,WAS,away
4,LV,CHI,home
5,LV,IND,away
6,LV,TEN,home
7,LV,KC,away
9,LV,JAC,home
10,LV,DEN,away
11,LV,DAL,home
12,LV,CLE,home
13,LV,LAC,away
14,LV,DEN,home
15,LV,PHI,away
16,LV,HOU,away
17,LV,NYG,home
18,LV,KC,home
1,MIA,IND,away
2,MIA,NE,home
3,MIA,BUF,away
4,MIA,NYJ,home
5,MIA,CAR,away
6,MIA,LAC,home
7,MIA,CLE,away
8,MIA,ATL,away
9,MIA,BAL,home
10,MIA,BUF,home
11,MIA,WAS,home
13,MIA,NO,home
14,MIA,NYJ,away
15,MIA,PIT,away
16,MIA,CIN,home
17,MIA,TB,home
18,MIA,NE,away
1,MIN,CHI,away
2,MIN,ATL,home
3,MIN,CIN,home
4,MIN,PIT,away
5,MIN,CLE,away
7,MIN,PHI,home
8,MIN,LAC,away
9,MIN,DET,away
10,MIN,BAL,home
11,MIN,CHI,home
12,MIN,GB,away
13,MIN,SEA,away
14,MIN,WAS,home
15,MIN,DAL,away
16,MIN,NYG,away
17,MIN,DET,home
18,MIN,GB,home
1,NE,LV,home
2,NE,MIA,away
3,NE,PIT,home
4,NE,CAR,home
5,NE,BUF,away
6,NE,NO,away
7,NE,TEN,away
8,NE,CLE,home
9,NE,ATL,home
10,NE,TB,away
11,NE,NYJ,home
12,NE,CIN,away
13,NE,NYG,home
15,NE,BUF,home
16,NE,BAL,away
17,NE,NYJ,away
18,NE,MIA,home
1,NO,ARI,home
2,NO,SF,home
3,NO,SEA,away
4,NO,BUF,away
5,NO,NYG,home
6,NO,NE,home
7,NO,CHI,away
8,NO,TB,home
9,NO,LAR,away
10,NO,CAR,away
12,NO,ATL,home
13,NO,MIA,away
14,NO,TB,away
15,NO,CAR,home
16,NO,NYJ,home
17,NO,TEN,away
18,NO,ATL,away
1,NYG,WAS,away
2,NYG,DAL,away
3,NYG,KC,home
4,NYG,LAC,home
5,NYG,NO,away
6,NYG,PHI,home
7,NYG,DEN,away
8,NYG,PHI,away
9,NYG,SF,home
10,NYG,CHI,away
11,NYG,GB,home
12,NYG,DET,away
13,NYG,NE,away
15,NYG,WAS,home
16,NYG,MIN,home
17,NYG,LV,away
18,NYG,DAL,home
1,NYJ,PIT,home
2,NYJ,BUF,home
3,NYJ,TB,away
4,NYJ,MIA,away
5,NYJ,DAL,home
6,NYJ,DEN,home
7,NYJ,CAR,home
8,NYJ,CIN,away
10,NYJ,CLE,home
11,NYJ,NE,away
12,NYJ,BAL,away
13,NYJ,ATL,home
14,NYJ,MIA,home
15,NYJ,JAC,away
16,NYJ,NO,away
17,NYJ,NE,home
18,NYJ,BUF,away
1,PHI,DAL,home
2,PHI,KC,away
3,PHI,LAR,home
4,PHI,TB,away
5,PHI,DEN,home
6,PHI,NYG,away
7,PHI,MIN,away
8,PHI,NYG,home
10,PHI,GB,away
11,PHI,DET,home
12,PHI,DAL,away
13,PHI,CHI,home
14,PHI,LAC,away
15,PHI,LV,home
16,PHI,WAS,away
17,PHI,BUF,away
18,PHI,WAS,home
1,PIT,NYJ,away
2,PIT,SEA,home
3,PIT,NE,away
4,PIT,MIN,home
6,PIT,CLE,home
7,PIT,CIN,away
8,PIT,GB,home
9,PIT,IND,home
10,PIT,LAC,away
11,PIT,CIN,home
12,PIT,CHI,away
13,PIT,BUF,home
14,PIT,BAL,away
15,PIT,MIA,home
16,PIT,DET,away
17,PIT,CLE,away
18,PIT,BAL,home
1,SEA,SF,home
2,SEA,PIT,away
3,SEA,NO,home
4,SEA,ARI,away
5,SEA,TB,home
6,SEA,JAC,away
7,SEA,HOU,home
9,SEA,WAS,away
10,SEA,ARI,home
11,SEA,LAR,away
12,SEA,TEN,away
13,SEA,MIN,home
14,SEA,ATL,away
15,SEA,IND,home
16,SEA,LAR,home
17,SEA,CAR,away
18,SEA,SF,away
1,SF,SEA,away
2,SF,NO,away
3,SF,ARI,home
4,SF,JAC,home
5,SF,LAR,away
6,SF,TB,away
7,SF,ATL,home
8,SF,HOU,away
9,SF,NYG,away
10,SF,LAR,home
11,SF,ARI,away
12,SF,CAR,home
13,SF,CLE,away
15,SF,TEN,home
16,SF,IND,away
17,SF,CHI,home
18,SF,SEA,home
1,TB,ATL,away
2,TB,HOU,away
3,TB,NYJ,home
4,TB,PHI,home
5,TB,SEA,away
6,TB,SF,home
7,TB,DET,away
8,TB,NO,away
10,TB,NE,home
11,TB,BUF,away
12,TB,LAR,away
13,TB,ARI,home
14,TB,NO,home
15,TB,ATL,home
16,TB,CAR,away
17,TB,MIA,away
18,TB,CAR,home
1,TEN,DEN,away
2,TEN,LAR,home
3,TEN,IND,home
4,TEN,HOU,away
5,TEN,ARI,away
6,TEN,LV,away
7,TEN,NE,home
8,TEN,IND,away
9,TEN,LAC,home
11,TEN,HOU,home
12,TEN,SEA,home
13,TEN,JAC,home
14,TEN,CLE,away
15,TEN,SF,away
16,TEN,KC,home
17,TEN,NO,home
18,TEN,JAC,away
1,WAS,NYG,home
2,WAS,GB,away
3,WAS,LV,home
4,WAS,ATL,away
5,WAS,LAC,away
6,WAS,CHI,home
7,WAS,DAL,away
8,WAS,KC,away
9,WAS,SEA,home
10,WAS,DET,home
11,WAS,MIA,away
13,WAS,DEN,home
14,WAS,MIN,away
15,WAS,NYG,away
16,WAS,PHI,home
17,WAS,DAL,home
18,WAS,PHI,away
